Text_A,Text_B,Text_A_token,Text_B_token,Label
ray brent marsh 29 tuổi phải đối mặt với nhiều tội danh gian lận dịch vụ chôn cất khai báo gian dối lạm dụng xác chết và trộm cắp,ray brent marsh 29 tuổi cũng phải đối mặt với cáo buộc lạm dụng cơ thể và trộm cắp,ray brent marsh 29 tuổi phải đối_mặt với nhiều tội_danh gian_lận dịch_vụ chôn_cất khai_báo gian_dối lạm_dụng xác_chết và trộm_cắp,ray brent marsh 29 tuổi cũng phải đối_mặt với cáo_buộc lạm_dụng cơ_thể và trộm_cắp,0
sau đó hiệu trưởng trường đại học paul pribbenow bảo ông kết thúc bài phát biểu của mình,sau khi micro của hedges được rút phích cắm lần thứ hai pribbenow bảo anh kết thúc bài phát biểu của mình,sau đó hiệu_trưởng trường đại_học paul pribbenow bảo ông kết_thúc bài phát_biểu của mình,sau khi micro của hedges được rút phích cắm lần thứ hai pribbenow bảo anh kết_thúc bài phát_biểu của mình,0
trong giai đoạn 12 tháng kết thúc vào ngày 30 6 các đường dây cao tốc được lắp đặt trong nhà và doanh nghiệp đã tăng 45,trong cả năm kết thúc vào ngày 30 tháng 6 năm 2003 các tuyến cao tốc tăng 45,trong giai_đoạn 12 tháng kết_thúc vào ngày 30 6 các đường_dây cao_tốc được lắp_đặt trong nhà và doanh_nghiệp đã tăng 45,trong cả năm kết_thúc vào ngày 30 tháng 6 năm 2003 các tuyến cao_tốc tăng 45,0
sự nghiệp bóng rổ ngắn ngủi rắc rối ở missouri của ricky clemons đã kết thúc,missouri đã đuổi ricky clemons ra khỏi đội của mình kết thúc sự nghiệp rắc rối của anh ấy ở đó,sự_nghiệp bóng_rổ ngắn_ngủi rắc_rối ở missouri của ricky clemons đã kết_thúc,missouri đã đuổi ricky clemons ra khỏi đội của mình kết_thúc sự_nghiệp rắc_rối của anh ấy ở đó,0
các quan chức quân sự mỹ nói rằng cánh quạt rửa từ trực thăng có thể đã thổi bay biểu ngữ,các quan chức mỹ cho biết rửa cánh quạt do trực thăng bay lơ lửng tạo ra đã tước cờ khỏi tháp,các quan_chức quân_sự mỹ nói rằng cánh_quạt rửa từ trực_thăng có_thể đã thổi bay biểu_ngữ,các quan_chức mỹ cho biết rửa cánh_quạt do trực_thăng bay lơ_lửng tạo ra đã tước cờ khỏi tháp,0
thỏa thuận có hiệu lực trong tuần này đã đạt được chưa đầy hai tháng sau khi o malley nắm quyền lãnh đạo tổng giáo phận lớn thứ tư của quốc gia,thỏa thuận trị giá 85 triệu đô la đã đạt được vào tháng chín chưa đầy hai tháng sau khi đức tổng giám mục sean o malley nhậm chức lãnh đạo giáo phận lớn thứ tư của quốc gia,thỏa_thuận có hiệu_lực trong tuần này đã đạt được chưa đầy hai tháng sau khi o malley nắm quyền lãnh_đạo tổng_giáo_phận lớn thứ_tư của quốc_gia,thỏa_thuận trị_giá 85 triệu đô_la đã đạt được vào tháng chín chưa đầy hai tháng sau khi đức tổng_giám_mục sean o malley nhậm_chức lãnh_đạo_giáo_phận lớn thứ_tư của quốc_gia,1
điện capitol hoa kỳ đã được sơ tán ngày hôm qua sau khi nhà chức trách phát hiện một vật liệu có thể nguy hiểm trong tầng hầm của cánh thượng viện cảnh sát capitol cho biết,cảnh sát điện capitol hoa kỳ đã sơ tán điện capitol ngày hôm qua sau khi một cảm biến phát hiện ra mối nguy hiểm sinh học có thể xảy ra trong cánh thượng viện nhưng các nhà chức trách sau đó cho biết đó là một báo động giả,điện capitol hoa kỳ đã được sơ_tán ngày hôm_qua sau khi nhà chức_trách phát_hiện một vật_liệu có_thể nguy_hiểm trong tầng hầm của cánh thượng_viện cảnh_sát capitol cho biết,cảnh_sát điện capitol hoa kỳ đã sơ_tán điện capitol ngày hôm_qua sau khi một cảm_biến phát_hiện ra mối nguy_hiểm sinh_học có_thể xảy ra trong cánh thượng_viện nhưng các nhà chức_trách sau đó cho biết đó là một báo_động giả,1
cựu tổng thống cũng đã có nhiều bài phát biểu trong năm 2002 mà không được bồi thường phát ngôn viên jim kennedy của ông cho biết,phát ngôn viên jim kennedy của ông cho biết cựu tổng thống cũng đã có hơn 70 bài phát biểu trong năm 2002 mà không được bồi thường,cựu tổng_thống cũng đã có nhiều bài phát_biểu trong năm 2002 mà không được bồi_thường phát_ngôn_viên jim kennedy của ông cho biết,phát_ngôn_viên jim kennedy của ông cho biết cựu tổng_thống cũng đã có hơn 70 bài phát_biểu trong năm 2002 mà không được bồi_thường,1
chỉ số standard poor s 500 rộng hơn spx giảm 0 04 điểm tương đương 0 xuống 971 52 điểm,hợp đồng tương lai chỉ số chứng khoán standard poor s 500 trong tháng 6 giảm 2 60 điểm xuống 965 70 trong khi hợp đồng tương lai nasdaq giảm 7 50 điểm xuống 1 183 50,chỉ_số standard poor s 500 rộng hơn spx giảm 0 04 điểm tương_đương 0 xuống 971 52 điểm,hợp_đồng tương_lai chỉ_số chứng_khoán standard poor s 500 trong tháng 6 giảm 2 60 điểm xuống 965 70 trong khi hợp_đồng tương_lai nasdaq giảm 7 50 điểm xuống 1 183 50,0
được đặt tên là project mad hatter máy tính để bàn dựa trên linux đang được sun quảng bá như một giải pháp thay thế an toàn hơn và ít tốn kém hơn cho windows,được thiết kế để cạnh tranh với microsoft corp project mad hatter đang được sun định vị là một hệ điều hành máy tính để bàn thay thế an toàn rẻ hơn cho các dịch vụ máy tính để bàn khác nhau của microsoft,được đặt tên là project mad hatter máy_tính để bàn dựa trên linux đang được sun quảng_bá như một giải_pháp thay_thế an_toàn hơn và ít tốn_kém hơn cho windows,được thiết_kế để cạnh_tranh với microsoft corp project mad hatter đang được sun định_vị là một hệ điều_hành máy_tính để bàn thay_thế an_toàn rẻ hơn cho các dịch_vụ máy_tính để bàn khác nhau của microsoft,0
một nhân vật chủ chốt trong kế hoạch hối lộ của cựu bộ trưởng ngân khố tiểu bang paul silvester hôm thứ tư đã bị cáo buộc thay đổi câu chuyện của ông về các giao dịch tham nhũng bị cáo buộc của silvester với một công ty đầu tư ở boston,một nhân vật chủ chốt trong kế hoạch tham nhũng của cựu thủ quỹ tiểu bang paul silvester đã làm chứng hôm thứ ba về các khoản lại quả và hối lộ mà silvester giao dịch cho doanh nghiệp nhà nước,một nhân_vật_chủ_chốt trong kế_hoạch hối_lộ của cựu bộ_trưởng ngân_khố tiểu_bang paul silvester hôm thứ_tư đã bị_cáo_buộc thay_đổi câu_chuyện của ông về các giao_dịch tham_nhũng bị_cáo_buộc của silvester với một công_ty đầu_tư ở boston,một nhân_vật_chủ_chốt trong kế_hoạch tham_nhũng của cựu thủ_quỹ tiểu_bang paul silvester đã làm_chứng hôm thứ ba về các khoản lại_quả và hối_lộ mà silvester giao_dịch cho doanh_nghiệp nhà_nước,0
nhiệm vụ của hệ thống capps ii đã đang và sẽ luôn là an ninh hàng không chính quyền một phần của bộ an ninh nội địa cho biết,nhiệm vụ của hệ thống capps ii đã đang và sẽ luôn là an ninh hàng không họ nói,nhiệm_vụ của hệ_thống capps ii đã đang và sẽ luôn là an_ninh hàng không chính_quyền một phần của bộ an_ninh nội_địa cho biết,nhiệm_vụ của hệ_thống capps ii đã đang và sẽ luôn là an_ninh hàng không họ nói,1
hovan không nói nhưng luật sư của ông john speranza cho biết thân chủ của ông không thức dậy vào ngày hôm đó với ý định làm tổn thương bất cứ ai,hovan không thức dậy vào ngày hôm đó với ý định làm tổn thương bất cứ ai luật sư bào chữa john speranza nói,hovan không nói nhưng luật_sư của ông john speranza cho biết_thân_chủ của ông không thức dậy vào ngày hôm đó với ý_định làm tổn_thương bất_cứ ai,hovan không thức dậy vào ngày hôm đó với ý_định làm tổn_thương bất_cứ ai luật_sư bào_chữa john speranza nói,1
chúng tôi tin rằng không cần thiết phải có một cuộc chiến xác nhận gây chia rẽ về việc bổ nhiệm tòa án tối cao daschle viết,chúng tôi tin rằng không cần thiết phải có một cuộc chiến xác nhận gây chia rẽ daschle của nam dakota viết cho tổng thống đảng cộng hòa,chúng_tôi tin rằng không cần_thiết phải có một cuộc_chiến xác_nhận gây chia_rẽ về việc bổ_nhiệm tòa_án tối_cao daschle viết,chúng_tôi tin rằng không cần_thiết phải có một cuộc_chiến xác_nhận gây chia_rẽ daschle của nam dakota viết cho tổng_thống đảng cộng_hòa,1
yahoo chiếm 159 354 trang bsd với 152 054 từ ntt verio và 129 378 từ infospace cuộc khảo sát cho thấy,152 054 người khác đến từ công ty dịch vụ ip ntt verio và 129 378 từ infospace cuộc khảo sát cho thấy,yahoo chiếm 159 354 trang bsd với 152 054 từ ntt verio và 129 378 từ infospace cuộc khảo_sát cho thấy,152 054 người khác đến từ công_ty dịch_vụ ip ntt verio và 129 378 từ infospace cuộc khảo_sát cho thấy,1
trong cuộc xáo trộn cấp cao mới nhất tại cnn teya ryan sẽ rời khỏi vị trí tổng giám đốc chương trình của hoa kỳ mạng thông báo,trong động thái mới nhất của cnn nhằm trẻ hóa xếp hạng mạng lưới này đã lật đổ teya ryan tổng giám đốc chương trình của mỹ,trong cuộc xáo_trộn cấp cao mới nhất tại cnn teya ryan sẽ rời khỏi vị_trí tổng_giám_đốc chương_trình của hoa kỳ mạng thông_báo,trong động_thái mới nhất của cnn nhằm trẻ_hóa xếp_hạng mạng_lưới này đã lật_đổ teya ryan tổng_giám_đốc chương_trình của mỹ,0
ông bị nghi ngờ là một nhân vật chủ chốt trong jemaah islamiyah nhóm khủng bố có liên hệ với al qaeda bị quy trách nhiệm cho các vụ đánh bom,samudra 32 tuổi bị nghi ngờ là nhân vật chủ chốt trong nhóm khủng bố jemaah islamiyah có liên hệ với al qaida nhóm bị quy trách nhiệm thực hiện các vụ đánh bom,ông bị nghi_ngờ là một nhân_vật_chủ_chốt trong jemaah islamiyah nhóm khủng_bố có liên_hệ với al qaeda bị quy trách_nhiệm cho các vụ đánh bom,samudra 32 tuổi bị nghi_ngờ là nhân_vật_chủ_chốt trong nhóm khủng_bố jemaah islamiyah có liên_hệ với al qaida nhóm bị quy trách_nhiệm thực_hiện các vụ đánh bom,1
khoảng 100 nhân viên cứu hỏa đang ở trong bosque hôm nay cảnh sát trưởng sở cứu hỏa albuquerque robert ortega cho biết,chúng tôi chỉ còn vài giây nữa là điều đó xảy ra cảnh sát trưởng sở cứu hỏa albuquerque robert ortega nói,khoảng 100 nhân_viên cứu_hỏa đang ở trong bosque hôm_nay cảnh_sát trưởng sở cứu_hỏa albuquerque robert ortega cho biết,chúng_tôi chỉ còn vài giây nữa là điều đó xảy ra cảnh_sát trưởng sở cứu_hỏa albuquerque robert ortega nói,0
vấn đề đã được giải quyết chủ tịch marlins david samson nói thông qua một phát ngôn viên của câu lạc bộ,gia đình marlin chỉ nói vấn đề đã được giải quyết,vấn_đề đã được giải_quyết chủ_tịch marlins david samson nói thông_qua một phát_ngôn_viên của câu lạc_bộ,gia_đình marlin chỉ nói vấn_đề đã được giải_quyết,0
